	Ensembl ID	HGNC symbol	DBD
1107	ENSG00000183434	TFDP3	E2F
1108	ENSG00000164330	EBF1	EBF1
1109	ENSG00000221818	EBF2	EBF1
1110	ENSG00000108001	EBF3	EBF1
1111	ENSG00000088881	EBF4	EBF1
1112	ENSG00000135373	EHF	Ets
1113	ENSG00000120690	ELF1	Ets
1114	ENSG00000109381	ELF2	Ets
1115	ENSG00000102034	ELF4	Ets
1116	ENSG00000135374	ELF5	Ets
1117	ENSG00000126767	ELK1	Ets
1118	ENSG00000111145	ELK3	Ets
1119	ENSG00000158711	ELK4	Ets
1120	ENSG00000105722	ERF	Ets
1121	ENSG00000157554	ERG	Ets
1122	ENSG00000134954	ETS1	Ets
1123	ENSG00000157557	ETS2	Ets
1124	ENSG00000006468	ETV1	Ets
1125	ENSG00000105672	ETV2	Ets
1126	ENSG00000117036	ETV3	Ets
1127	ENSG00000253831	ETV3L	Ets
1128	ENSG00000175832	ETV4	Ets
1129	ENSG00000244405	ETV5	Ets
1130	ENSG00000139083	ETV6	Ets
1131	ENSG00000010030	ETV7	Ets
1132	ENSG00000163497	FEV	Ets
1133	ENSG00000151702	FLI1	Ets
1134	ENSG00000154727	GABPA	Ets
1135	ENSG00000124664	SPDEF	Ets
1136	ENSG00000066336	SPI1	Ets
1137	ENSG00000269404	SPIB	Ets
1138	ENSG00000166211	SPIC	Ets
1139	ENSG00000163435	ELF3	Ets; AT hook
1140	ENSG00000059122	FLYWCH1	FLYWCH
1141	ENSG00000129514	FOXA1	Forkhead
1142	ENSG00000125798	FOXA2	Forkhead
1143	ENSG00000170608	FOXA3	Forkhead
1144	ENSG00000171956	FOXB1	Forkhead
1145	ENSG00000204612	FOXB2	Forkhead
1146	ENSG00000054598	FOXC1	Forkhead
1147	ENSG00000176692	FOXC2	Forkhead
1148	ENSG00000251493	FOXD1	Forkhead
1149	ENSG00000186564	FOXD2	Forkhead
1150	ENSG00000187140	FOXD3	Forkhead
1151	ENSG00000170122	FOXD4	Forkhead
1152	ENSG00000184492	FOXD4L1	Forkhead
1153	ENSG00000204828	FOXD4L2	Forkhead
1154	ENSG00000187559	FOXD4L3	Forkhead
1155	ENSG00000184659	FOXD4L4	Forkhead
1156	ENSG00000204779	FOXD4L5	Forkhead
1157	ENSG00000273514	FOXD4L6	Forkhead
1158	ENSG00000178919	FOXE1	Forkhead
1159	ENSG00000186790	FOXE3	Forkhead
1160	ENSG00000103241	FOXF1	Forkhead
1161	ENSG00000137273	FOXF2	Forkhead
1162	ENSG00000176165	FOXG1	Forkhead
1163	ENSG00000160973	FOXH1	Forkhead
1164	ENSG00000168269	FOXI1	Forkhead
1165	ENSG00000186766	FOXI2	Forkhead
1166	ENSG00000214336	FOXI3	Forkhead
1167	ENSG00000129654	FOXJ1	Forkhead
1168	ENSG00000065970	FOXJ2	Forkhead
1169	ENSG00000198815	FOXJ3	Forkhead
1170	ENSG00000164916	FOXK1	Forkhead
1171	ENSG00000141568	FOXK2	Forkhead
1172	ENSG00000176678	FOXL1	Forkhead
1173	ENSG00000183770	FOXL2	Forkhead
1174	ENSG00000111206	FOXM1	Forkhead
1175	ENSG00000109101	FOXN1	Forkhead
1176	ENSG00000170802	FOXN2	Forkhead
1177	ENSG00000053254	FOXN3	Forkhead
1178	ENSG00000139445	FOXN4	Forkhead
1179	ENSG00000150907	FOXO1	Forkhead
1180	ENSG00000118689	FOXO3	Forkhead
1181	ENSG00000184481	FOXO4	Forkhead
1182	ENSG00000204060	FOXO6	Forkhead
1183	ENSG00000114861	FOXP1	Forkhead
1184	ENSG00000128573	FOXP2	Forkhead
1185	ENSG00000049768	FOXP3	Forkhead
1186	ENSG00000137166	FOXP4	Forkhead
1187	ENSG00000164379	FOXQ1	Forkhead
1188	ENSG00000176302	FOXR1	Forkhead
1189	ENSG00000189299	FOXR2	Forkhead
1190	ENSG00000179772	FOXS1	Forkhead
1191	ENSG00000072121	ZFYVE26	FYVE-type ZF
1192	ENSG00000102145	GATA1	GATA
1193	ENSG00000179348	GATA2	GATA
1194	ENSG00000107485	GATA3	GATA
1195	ENSG00000136574	GATA4	GATA
1196	ENSG00000130700	GATA5	GATA
1197	ENSG00000141448	GATA6	GATA
1198	ENSG00000157259	GATAD1	GATA
1199	ENSG00000167491	GATAD2A	GATA
1200	ENSG00000143614	GATAD2B	GATA
1201	ENSG00000104447	TRPS1	GATA
1202	ENSG00000220201	ZGLP1	GATA
1203	ENSG00000137270	GCM1	GCM
1204	ENSG00000124827	GCM2	GCM
1205	ENSG00000134317	GRHL1	Grainyhead
1206	ENSG00000083307	GRHL2	Grainyhead
1207	ENSG00000158055	GRHL3	Grainyhead
1208	ENSG00000135457	TFCP2	Grainyhead
1209	ENSG00000115112	TFCP2L1	Grainyhead
1210	ENSG00000153560	UBP1	Grainyhead
1211	ENSG00000263001	GTF2I	GTF2I-like
1212	ENSG00000006704	GTF2IRD1	GTF2I-like
1213	ENSG00000196275	GTF2IRD2	GTF2I-like
1214	ENSG00000174428	GTF2IRD2B	GTF2I-like
1215	ENSG00000258724	AC105001.2	HMG/Sox
1216	ENSG00000114439	BBX	HMG/Sox
1217	ENSG00000007080	CCDC124	HMG/Sox
1218	ENSG00000170004	CHD3	HMG/Sox
1219	ENSG00000111642	CHD4	HMG/Sox
1220	ENSG00000079432	CIC	HMG/Sox
1221	ENSG00000105856	HBP1	HMG/Sox
1222	ENSG00000140382	HMG20A	HMG/Sox
1223	ENSG00000064961	HMG20B	HMG/Sox
1224	ENSG00000189403	HMGB1	HMG/Sox
1225	ENSG00000164104	HMGB2	HMG/Sox
1226	ENSG00000029993	HMGB3	HMG/Sox
1227	ENSG00000176256	HMGB4	HMG/Sox
1228	ENSG00000205581	HMGN1	HMG/Sox
1229	ENSG00000118418	HMGN3	HMG/Sox
1230	ENSG00000113716	HMGXB3	HMG/Sox
1231	ENSG00000100281	HMGXB4	HMG/Sox
1232	ENSG00000055609	KMT2C	HMG/Sox
1233	ENSG00000167548	KMT2D	HMG/Sox
1234	ENSG00000138795	LEF1	HMG/Sox
1235	ENSG00000143194	MAEL	HMG/Sox
1236	ENSG00000109685	NSD2	HMG/Sox
1237	ENSG00000163939	PBRM1	HMG/Sox
1238	ENSG00000064933	PMS1	HMG/Sox
1239	ENSG00000073584	SMARCE1	HMG/Sox
1240	ENSG00000182968	SOX1	HMG/Sox
1241	ENSG00000100146	SOX10	HMG/Sox
1242	ENSG00000176887	SOX11	HMG/Sox
1243	ENSG00000177732	SOX12	HMG/Sox
1244	ENSG00000143842	SOX13	HMG/Sox
1245	ENSG00000168875	SOX14	HMG/Sox
1246	ENSG00000129194	SOX15	HMG/Sox
1247	ENSG00000164736	SOX17	HMG/Sox
1248	ENSG00000203883	SOX18	HMG/Sox
1249	ENSG00000181449	SOX2	HMG/Sox
1250	ENSG00000125285	SOX21	HMG/Sox
1251	ENSG00000134595	SOX3	HMG/Sox
1252	ENSG00000039600	SOX30	HMG/Sox
1253	ENSG00000124766	SOX4	HMG/Sox
1254	ENSG00000134532	SOX5	HMG/Sox
1255	ENSG00000110693	SOX6	HMG/Sox
1256	ENSG00000171056	SOX7	HMG/Sox
1257	ENSG00000005513	SOX8	HMG/Sox
1258	ENSG00000125398	SOX9	HMG/Sox
1259	ENSG00000184895	SRY	HMG/Sox
1260	ENSG00000149136	SSRP1	HMG/Sox
1261	ENSG00000081059	TCF7	HMG/Sox
1262	ENSG00000152284	TCF7L1	HMG/Sox
1263	ENSG00000148737	TCF7L2	HMG/Sox
1264	ENSG00000108064	TFAM	HMG/Sox
1265	ENSG00000198846	TOX	HMG/Sox
1266	ENSG00000124191	TOX2	HMG/Sox
1267	ENSG00000103460	TOX3	HMG/Sox
1268	ENSG00000092203	TOX4	HMG/Sox
1269	ENSG00000108312	UBTF	HMG/Sox
1270	ENSG00000255009	UBTFL1	HMG/Sox
1271	ENSG00000198554	WDHD1	HMG/Sox
1272	ENSG00000237452	BHMG1	HMG/Sox; bHLH
1273	ENSG00000101126	ADNP	Homeodomain
1274	ENSG00000101544	ADNP2	Homeodomain
1275	ENSG00000180318	ALX1	Homeodomain
1276	ENSG00000156150	ALX3	Homeodomain
1277	ENSG00000052850	ALX4	Homeodomain
1278	ENSG00000227059	ANHX	Homeodomain
1279	ENSG00000186103	ARGFX	Homeodomain
1280	ENSG00000004848	ARX	Homeodomain
1281	ENSG00000125492	BARHL1	Homeodomain
1282	ENSG00000143032	BARHL2	Homeodomain
1283	ENSG00000131668	BARX1	Homeodomain
1284	ENSG00000043039	BARX2	Homeodomain
1285	ENSG00000188909	BSX	Homeodomain
1286	ENSG00000113722	CDX1	Homeodomain
1287	ENSG00000165556	CDX2	Homeodomain
1288	ENSG00000131264	CDX4	Homeodomain
1289	ENSG00000143418	CERS2	Homeodomain
1290	ENSG00000154227	CERS3	Homeodomain
1291	ENSG00000090661	CERS4	Homeodomain
1292	ENSG00000139624	CERS5	Homeodomain
1293	ENSG00000172292	CERS6	Homeodomain
1294	ENSG00000105392	CRX	Homeodomain
1295	ENSG00000109851	DBX1	Homeodomain
1296	ENSG00000185610	DBX2	Homeodomain
1297	ENSG00000144355	DLX1	Homeodomain
1298	ENSG00000115844	DLX2	Homeodomain
1299	ENSG00000064195	DLX3	Homeodomain
1300	ENSG00000108813	DLX4	Homeodomain
1301	ENSG00000105880	DLX5	Homeodomain
1302	ENSG00000006377	DLX6	Homeodomain
1303	ENSG00000197587	DMBX1	Homeodomain
1304	ENSG00000204595	DPRX	Homeodomain
1305	ENSG00000165606	DRGX	Homeodomain
1306	DUX1_HUMAN	DUX1	Homeodomain
1307	DUX3_HUMAN	DUX3	Homeodomain
1308	ENSG00000260596	DUX4	Homeodomain
1309	ENSG00000258873	DUXA	Homeodomain
1310	ENSG00000135638	EMX1	Homeodomain
1311	ENSG00000170370	EMX2	Homeodomain
1312	ENSG00000163064	EN1	Homeodomain
1313	ENSG00000164778	EN2	Homeodomain
1314	ENSG00000123576	ESX1	Homeodomain
1315	ENSG00000106038	EVX1	Homeodomain
1316	ENSG00000174279	EVX2	Homeodomain
1317	ENSG00000164900	GBX1	Homeodomain
1318	ENSG00000168505	GBX2	Homeodomain
1319	ENSG00000133937	GSC	Homeodomain
1320	ENSG00000063515	GSC2	Homeodomain
1321	ENSG00000169840	GSX1	Homeodomain
1322	ENSG00000180613	GSX2	Homeodomain
1323	ENSG00000165259	HDX	Homeodomain
1324	ENSG00000163666	HESX1	Homeodomain
1325	ENSG00000152804	HHEX	Homeodomain
1326	ENSG00000136630	HLX	Homeodomain
1327	ENSG00000147421	HMBOX1	Homeodomain
1328	ENSG00000215612	HMX1	Homeodomain
1329	ENSG00000188816	HMX2	Homeodomain
1330	ENSG00000188620	HMX3	Homeodomain
1331	ENSG00000135100	HNF1A	Homeodomain
1332	ENSG00000275410	HNF1B	Homeodomain
1333	ENSG00000215271	HOMEZ	Homeodomain
1334	ENSG00000171476	HOPX	Homeodomain
1335	ENSG00000105991	HOXA1	Homeodomain
1336	ENSG00000253293	HOXA10	Homeodomain
1337	ENSG00000005073	HOXA11	Homeodomain
1338	ENSG00000106031	HOXA13	Homeodomain
1339	ENSG00000105996	HOXA2	Homeodomain
1340	ENSG00000105997	HOXA3	Homeodomain
1341	ENSG00000197576	HOXA4	Homeodomain
1342	ENSG00000106004	HOXA5	Homeodomain
1343	ENSG00000106006	HOXA6	Homeodomain
1344	ENSG00000122592	HOXA7	Homeodomain
1345	ENSG00000078399	HOXA9	Homeodomain
1346	ENSG00000120094	HOXB1	Homeodomain
1347	ENSG00000159184	HOXB13	Homeodomain
1348	ENSG00000173917	HOXB2	Homeodomain
1349	ENSG00000120093	HOXB3	Homeodomain
1350	ENSG00000182742	HOXB4	Homeodomain
1351	ENSG00000120075	HOXB5	Homeodomain
1352	ENSG00000108511	HOXB6	Homeodomain
1353	ENSG00000260027	HOXB7	Homeodomain
1354	ENSG00000120068	HOXB8	Homeodomain
1355	ENSG00000170689	HOXB9	Homeodomain
1356	ENSG00000180818	HOXC10	Homeodomain
1357	ENSG00000123388	HOXC11	Homeodomain
1358	ENSG00000123407	HOXC12	Homeodomain
1359	ENSG00000123364	HOXC13	Homeodomain
1360	ENSG00000198353	HOXC4	Homeodomain
1361	ENSG00000172789	HOXC5	Homeodomain
1362	ENSG00000197757	HOXC6	Homeodomain
1363	ENSG00000037965	HOXC8	Homeodomain
1364	ENSG00000180806	HOXC9	Homeodomain
1365	ENSG00000128645	HOXD1	Homeodomain
1366	ENSG00000128710	HOXD10	Homeodomain
1367	ENSG00000128713	HOXD11	Homeodomain
1368	ENSG00000170178	HOXD12	Homeodomain
1369	ENSG00000128714	HOXD13	Homeodomain
1370	ENSG00000128652	HOXD3	Homeodomain
1371	ENSG00000170166	HOXD4	Homeodomain
1372	ENSG00000175879	HOXD8	Homeodomain
1373	ENSG00000128709	HOXD9	Homeodomain
1374	ENSG00000170549	IRX1	Homeodomain
1375	ENSG00000170561	IRX2	Homeodomain
1376	ENSG00000177508	IRX3	Homeodomain
1377	ENSG00000113430	IRX4	Homeodomain
1378	ENSG00000176842	IRX5	Homeodomain
1379	ENSG00000159387	IRX6	Homeodomain
1380	ENSG00000016082	ISL1	Homeodomain
1381	ENSG00000159556	ISL2	Homeodomain
1382	ENSG00000175329	ISX	Homeodomain
1383	ENSG00000138136	LBX1	Homeodomain
1384	ENSG00000179528	LBX2	Homeodomain
1385	ENSG00000213921	LEUTX	Homeodomain
1386	ENSG00000273706	LHX1	Homeodomain
1387	ENSG00000106689	LHX2	Homeodomain
1388	ENSG00000107187	LHX3	Homeodomain
1389	ENSG00000121454	LHX4	Homeodomain
1390	ENSG00000089116	LHX5	Homeodomain
1391	ENSG00000106852	LHX6	Homeodomain
1392	ENSG00000162624	LHX8	Homeodomain
1393	ENSG00000143355	LHX9	Homeodomain
1394	ENSG00000162761	LMX1A	Homeodomain
1395	ENSG00000136944	LMX1B	Homeodomain
1396	ENSG00000143995	MEIS1	Homeodomain
1397	ENSG00000134138	MEIS2	Homeodomain
1398	ENSG00000105419	MEIS3	Homeodomain
1399	ENSG00000005102	MEOX1	Homeodomain
1400	ENSG00000106511	MEOX2	Homeodomain
1401	ENSG00000185155	MIXL1	Homeodomain
1402	ENSG00000150051	MKX	Homeodomain
1403	ENSG00000130675	MNX1	Homeodomain
1404	ENSG00000163132	MSX1	Homeodomain
1405	ENSG00000120149	MSX2	Homeodomain
1406	ENSG00000111704	NANOG	Homeodomain
1407	ENSG00000205857	NANOGNB	Homeodomain
1408	ENSG00000255192	NANOGP8	Homeodomain
1409	ENSG00000235608	NKX1-1	Homeodomain
1410	ENSG00000229544	NKX1-2	Homeodomain
1411	ENSG00000136352	NKX2-1	Homeodomain
1412	ENSG00000125820	NKX2-2	Homeodomain
1413	ENSG00000119919	NKX2-3	Homeodomain
1414	ENSG00000125816	NKX2-4	Homeodomain
1415	ENSG00000183072	NKX2-5	Homeodomain
1416	ENSG00000180053	NKX2-6	Homeodomain
1417	ENSG00000136327	NKX2-8	Homeodomain
1418	ENSG00000167034	NKX3-1	Homeodomain
1419	ENSG00000109705	NKX3-2	Homeodomain
1420	ENSG00000163623	NKX6-1	Homeodomain
1421	ENSG00000148826	NKX6-2	Homeodomain
1422	ENSG00000165066	NKX6-3	Homeodomain
1423	ENSG00000106410	NOBOX	Homeodomain
1424	ENSG00000214513	NOTO	Homeodomain
1425	ENSG00000171540	OTP	Homeodomain
1426	ENSG00000115507	OTX1	Homeodomain
1427	ENSG00000165588	OTX2	Homeodomain
1428	ENSG00000185630	PBX1	Homeodomain
1429	ENSG00000204304	PBX2	Homeodomain
1430	ENSG00000167081	PBX3	Homeodomain
1431	ENSG00000105717	PBX4	Homeodomain
1432	ENSG00000139515	PDX1	Homeodomain
1433	ENSG00000165462	PHOX2A	Homeodomain
1434	ENSG00000109132	PHOX2B	Homeodomain
1435	ENSG00000069011	PITX1	Homeodomain
1436	ENSG00000164093	PITX2	Homeodomain
1437	ENSG00000107859	PITX3	Homeodomain
1438	ENSG00000160199	PKNOX1	Homeodomain
1439	ENSG00000165495	PKNOX2	Homeodomain
1440	ENSG00000175325	PROP1	Homeodomain
1441	ENSG00000116132	PRRX1	Homeodomain
1442	ENSG00000167157	PRRX2	Homeodomain
1443	ENSG00000134438	RAX	Homeodomain
1444	ENSG00000173976	RAX2	Homeodomain
1445	ENSG00000101883	RHOXF1	Homeodomain
1446	ENSG00000131721	RHOXF2	Homeodomain
1447	ENSG00000203989	RHOXF2B	Homeodomain
1448	ENSG00000274529	SEBOX	Homeodomain
1449	ENSG00000185960	SHOX	Homeodomain
1450	ENSG00000168779	SHOX2	Homeodomain
1451	ENSG00000126778	SIX1	Homeodomain
1452	ENSG00000170577	SIX2	Homeodomain
1453	ENSG00000138083	SIX3	Homeodomain
1454	ENSG00000100625	SIX4	Homeodomain
1455	ENSG00000177045	SIX5	Homeodomain
1456	ENSG00000184302	SIX6	Homeodomain
1457	ENSG00000177426	TGIF1	Homeodomain
1458	ENSG00000118707	TGIF2	Homeodomain
1459	ENSG00000153779	TGIF2LX	Homeodomain
1460	ENSG00000176679	TGIF2LY	Homeodomain
1461	ENSG00000107807	TLX1	Homeodomain
1462	ENSG00000115297	TLX2	Homeodomain
1463	ENSG00000164438	TLX3	Homeodomain
1464	ENSG00000178928	TPRX1	Homeodomain
1465	ENSG00000164853	UNCX	Homeodomain
1466	ENSG00000148704	VAX1	Homeodomain
1467	ENSG00000116035	VAX2	Homeodomain
1468	ENSG00000151650	VENTX	Homeodomain
1469	ENSG00000100987	VSX1	Homeodomain
1470	ENSG00000119614	VSX2	Homeodomain
1471	ENSG00000136367	ZFHX2	Homeodomain
1472	ENSG00000165156	ZHX1	Homeodomain
1473	ENSG00000178764	ZHX2	Homeodomain
1474	ENSG00000174306	ZHX3	Homeodomain
1475	ENSG00000075891	PAX2	Homeodomain; Paired box
1476	ENSG00000135903	PAX3	Homeodomain; Paired box
1477	ENSG00000106331	PAX4	Homeodomain; Paired box
1478	ENSG00000007372	PAX6	Homeodomain; Paired box
1479	ENSG00000009709	PAX7	Homeodomain; Paired box
1480	ENSG00000064835	POU1F1	Homeodomain; POU
1481	ENSG00000143190	POU2F1	Homeodomain; POU
1482	ENSG00000028277	POU2F2	Homeodomain; POU
1483	ENSG00000137709	POU2F3	Homeodomain; POU
1484	ENSG00000185668	POU3F1	Homeodomain; POU
1485	ENSG00000184486	POU3F2	Homeodomain; POU
1486	ENSG00000198914	POU3F3	Homeodomain; POU
1487	ENSG00000196767	POU3F4	Homeodomain; POU
1488	ENSG00000152192	POU4F1	Homeodomain; POU
1489	ENSG00000151615	POU4F2	Homeodomain; POU
1490	ENSG00000091010	POU4F3	Homeodomain; POU
1491	ENSG00000204531	POU5F1	Homeodomain; POU
1492	ENSG00000212993	POU5F1B	Homeodomain; POU
1493	ENSG00000248483	POU5F2	Homeodomain; POU
1494	ENSG00000184271	POU6F1	Homeodomain; POU
1495	ENSG00000106536	POU6F2	Homeodomain; POU
1496	ENSG00000185122	HSF1	HSF
1497	ENSG00000025156	HSF2	HSF
1498	ENSG00000102878	HSF4	HSF
1499	ENSG00000176160	HSF5	HSF
1500	ENSG00000171116	HSFX1	HSF
1501	ENSG00000268738	HSFX2	HSF
1502	ENSG00000172468	HSFY1	HSF
1503	ENSG00000169953	HSFY2	HSF
1504	ENSG00000125347	IRF1	IRF
1505	ENSG00000168310	IRF2	IRF
1506	ENSG00000126456	IRF3	IRF
1507	ENSG00000137265	IRF4	IRF
1508	ENSG00000128604	IRF5	IRF
1509	ENSG00000117595	IRF6	IRF
1510	ENSG00000185507	IRF7	IRF
1511	ENSG00000140968	IRF8	IRF
1512	ENSG00000213928	IRF9	IRF
1513	ENSG00000145220	LYAR	LYAR-type C2H2 ZF
1514	ENSG00000188981	MSANTD1	MADF
1515	ENSG00000066697	MSANTD3	MADF
1516	ENSG00000171169	NAIF1	MADF
1517	ENSG00000064489	BORCS8-MEF2B	MADS box
1518	ENSG00000068305	MEF2A	MADS box
1519	ENSG00000213999	MEF2B	MADS box
1520	ENSG00000081189	MEF2C	MADS box
1521	ENSG00000116604	MEF2D	MADS box
1522	ENSG00000112658	SRF	MADS box
1523	ENSG00000123636	BAZ2B	MBD
1524	ENSG00000134046	MBD2	MBD
1525	ENSG00000071655	MBD3	MBD
1526	ENSG00000129071	MBD4	MBD
1527	ENSG00000166987	MBD6	MBD
1528	ENSG00000127445	PIN1	MBD
1529	ENSG00000143379	SETDB1	MBD
1530	ENSG00000136169	SETDB2	MBD
1531	ENSG00000076108	BAZ2A	MBD; AT hook
1532	ENSG00000169057	MECP2	MBD; AT hook
1533	ENSG00000141644	MBD1	MBD; CxxC ZF
1534	ENSG00000127989	MTERF1	mTERF
1535	ENSG00000120832	MTERF2	mTERF
1536	ENSG00000156469	MTERF3	mTERF
1537	ENSG00000122085	MTERF4	mTERF
1538	ENSG00000183091	NEB	mTERF
1539	ENSG00000258315	C17orf49	Myb/SANT
1540	ENSG00000096401	CDC5L	Myb/SANT
1541	ENSG00000173575	CHD2	Myb/SANT
1542	ENSG00000007545	CRAMP1	Myb/SANT
1543	ENSG00000135164	DMTF1	Myb/SANT
1544	ENSG00000136770	DNAJC1	Myb/SANT
1545	ENSG00000105821	DNAJC2	Myb/SANT
1546	ENSG00000156030	ELMSAN1	Myb/SANT
1547	ENSG00000162929	KIAA1841	Myb/SANT
1548	ENSG00000198160	MIER1	Myb/SANT
1549	ENSG00000105556	MIER2	Myb/SANT
1550	ENSG00000155545	MIER3	Myb/SANT
1551	ENSG00000129534	MIS18BP1	Myb/SANT
1552	ENSG00000170903	MSANTD4	Myb/SANT
1553	ENSG00000118513	MYB	Myb/SANT
1554	ENSG00000185697	MYBL1	Myb/SANT
1555	ENSG00000101057	MYBL2	Myb/SANT
1556	ENSG00000176182	MYPOP	Myb/SANT
1557	ENSG00000162601	MYSM1	Myb/SANT
1558	ENSG00000141027	NCOR1	Myb/SANT
1559	ENSG00000196498	NCOR2	Myb/SANT
1560	ENSG00000019485	PRDM11	Myb/SANT
1561	ENSG00000089902	RCOR1	Myb/SANT
1562	ENSG00000167771	RCOR2	Myb/SANT
1563	ENSG00000117625	RCOR3	Myb/SANT
1564	ENSG00000102038	SMARCA1	Myb/SANT
1565	ENSG00000153147	SMARCA5	Myb/SANT
1566	ENSG00000173473	SMARCC1	Myb/SANT
1567	ENSG00000139613	SMARCC2	Myb/SANT
1568	ENSG00000165684	SNAPC4	Myb/SANT
1569	ENSG00000276234	TADA2A	Myb/SANT
1570	ENSG00000173011	TADA2B	Myb/SANT
1571	ENSG00000249961	TERB1	Myb/SANT
1572	ENSG00000147601	TERF1	Myb/SANT
1573	ENSG00000132604	TERF2	Myb/SANT
1574	ENSG00000166848	TERF2IP	Myb/SANT
1575	ENSG00000125482	TTF1	Myb/SANT
1576	ENSG00000036549	ZZZ3	Myb/SANT
1577	ENSG00000182979	MTA1	Myb/SANT; GATA
1578	ENSG00000149480	MTA2	Myb/SANT; GATA
1579	ENSG00000057935	MTA3	Myb/SANT; GATA
1580	ENSG00000142599	RERE	Myb/SANT; GATA
1581	ENSG00000197056	ZMYM1	MYM-type ZF
1582	ENSG00000121741	ZMYM2	MYM-type ZF
1583	ENSG00000147130	ZMYM3	MYM-type ZF
1584	ENSG00000146463	ZMYM4	MYM-type ZF
1585	ENSG00000132950	ZMYM5	MYM-type ZF
1586	ENSG00000163867	ZMYM6	MYM-type ZF
1587	ENSG00000004838	ZMYND10	MYND-type ZF
1588	ENSG00000124920	MYRF	Ndt80/PhoG
1589	ENSG00000166268	MYRFL	Ndt80/PhoG
1590	ENSG00000086102	NFX1	NFX
1591	ENSG00000170448	NFXL1	NFX
1592	ENSG00000109445	ZNF330	NOA36-type ZF
1593	ENSG00000169083	AR	Nuclear receptor
1594	ENSG00000091831	ESR1	Nuclear receptor
1595	ENSG00000140009	ESR2	Nuclear receptor
1596	ENSG00000173153	ESRRA	Nuclear receptor
1597	ENSG00000119715	ESRRB	Nuclear receptor
1598	ENSG00000196482	ESRRG	Nuclear receptor
1599	ENSG00000101076	HNF4A	Nuclear receptor
1600	ENSG00000164749	HNF4G	Nuclear receptor
1601	ENSG00000126368	NR1D1	Nuclear receptor
1602	ENSG00000174738	NR1D2	Nuclear receptor
1603	ENSG00000131408	NR1H2	Nuclear receptor
1604	ENSG00000025434	NR1H3	Nuclear receptor
1605	ENSG00000012504	NR1H4	Nuclear receptor
1606	ENSG00000144852	NR1I2	Nuclear receptor
1607	ENSG00000143257	NR1I3	Nuclear receptor
1608	ENSG00000120798	NR2C1	Nuclear receptor
1609	ENSG00000177463	NR2C2	Nuclear receptor
1610	ENSG00000112333	NR2E1	Nuclear receptor
1611	ENSG00000278570	NR2E3	Nuclear receptor
1612	ENSG00000175745	NR2F1	Nuclear receptor
1613	ENSG00000185551	NR2F2	Nuclear receptor
1614	ENSG00000160113	NR2F6	Nuclear receptor
1615	ENSG00000113580	NR3C1	Nuclear receptor
1616	ENSG00000151623	NR3C2	Nuclear receptor
1617	ENSG00000123358	NR4A1	Nuclear receptor
1618	ENSG00000153234	NR4A2	Nuclear receptor
1619	ENSG00000119508	NR4A3	Nuclear receptor
1620	ENSG00000136931	NR5A1	Nuclear receptor
1621	ENSG00000116833	NR5A2	Nuclear receptor
1622	ENSG00000148200	NR6A1	Nuclear receptor
1623	ENSG00000082175	PGR	Nuclear receptor
1624	ENSG00000186951	PPARA	Nuclear receptor
1625	ENSG00000112033	PPARD	Nuclear receptor
1626	ENSG00000132170	PPARG	Nuclear receptor
1627	ENSG00000131759	RARA	Nuclear receptor
1628	ENSG00000077092	RARB	Nuclear receptor
1629	ENSG00000172819	RARG	Nuclear receptor
1630	ENSG00000069667	RORA	Nuclear receptor
1631	ENSG00000198963	RORB	Nuclear receptor
1632	ENSG00000143365	RORC	Nuclear receptor
1633	ENSG00000186350	RXRA	Nuclear receptor
1634	ENSG00000204231	RXRB	Nuclear receptor
1635	ENSG00000143171	RXRG	Nuclear receptor
1636	ENSG00000126351	THRA	Nuclear receptor
1637	ENSG00000151090	THRB	Nuclear receptor
1638	ENSG00000111424	VDR	Nuclear receptor
1639	ENSG00000141510	TP53	p53
1640	ENSG00000073282	TP63	p53
1641	ENSG00000078900	TP73	p53
1642	ENSG00000125813	PAX1	Paired box
1643	ENSG00000196092	PAX5	Paired box
1644	ENSG00000125618	PAX8	Paired box
1645	ENSG00000198807	PAX9	Paired box
1646	ENSG00000196233	LCOR	Pipsqueak
1647	ENSG00000178177	LCORL	Pipsqueak
1648	ENSG00000117707	PROX1	Prospero
1649	ENSG00000119608	PROX2	Prospero
1650	ENSG00000102908	NFAT5	Rel
1651	ENSG00000131196	NFATC1	Rel
1652	ENSG00000101096	NFATC2	Rel
1653	ENSG00000072736	NFATC3	Rel
1654	ENSG00000100968	NFATC4	Rel
1655	ENSG00000109320	NFKB1	Rel
1656	ENSG00000077150	NFKB2	Rel
1657	ENSG00000162924	REL	Rel
1658	ENSG00000173039	RELA	Rel
1659	ENSG00000104856	RELB	Rel
1660	ENSG00000132005	RFX1	RFX
1661	ENSG00000087903	RFX2	RFX
1662	ENSG00000080298	RFX3	RFX
1663	ENSG00000111783	RFX4	RFX
1664	ENSG00000143390	RFX5	RFX
1665	ENSG00000185002	RFX6	RFX
1666	ENSG00000181827	RFX7	RFX
1667	ENSG00000196460	RFX8	RFX
1668	ENSG00000159216	RUNX1	Runt
1669	ENSG00000124813	RUNX2	Runt
1670	ENSG00000020633	RUNX3	Runt
1671	ENSG00000160224	AIRE	SAND
1672	ENSG00000177030	DEAF1	SAND
1673	ENSG00000102393	GLA	SAND
1674	ENSG00000162419	GMEB1	SAND
1675	ENSG00000101216	GMEB2	SAND
