GeneID	Homo_sapiens.dN	Homo_sapiens.dS	Homo_sapiens.dw	Homo_sapiens.w
ENSG00000056291	0.003666	4e-06	998.6306	916.5
ENSG00000188282	0.004925	5e-06	998.8947	985
ENSG00000125944	0	0.00393	0	0.0001
ENSG00000186532	0.000676	0.018509	-0.3155	0.036522773
ENSG00000186530	0.008151	0.008877	0.4136	0.918215613
ENSG00000157764	0	0.0037	-0.022	0.0001
ENSG00000157765	0.001316	0.012986	-0.1293	0.101339905
ENSG00000157766	0.003402	0.010232	-0.0009	0.332486317
ENSG00000146216	0.001153	0.004754	0.1372	0.242532604
ENSG00000149295	2e-06	1e-06	2.8439	2
ENSG00000146215	0.033315	0.035628	0.843	0.935079151
ENSG00000149292	0.003683	0.006124	0.2274	0.601404311
ENSG00000067704	0.000908	0.012158	-0.0553	0.074683336
ENSG00000184750	0.002635	0.013964	-0.5531	0.188699513
ENSG00000184752	1e-06	0.008446	-0.4697	0.000118399
ENSG00000137312	0.001058	0.003203	0.3182	0.330315329
ENSG00000164935	0.003944	4e-06	998.6811	986
ENSG00000164934	0.002971	3e-06	998.9057	990.3333333
ENSG00000164933	0	0.003883	-0.2921	0.0001
ENSG00000141076	1e-06	0.005566	-0.1252	0.000179662
ENSG00000172349	0.0022	0.011284	-0.1525	0.194966324
ENSG00000172348	0.007272	0.045362	0.1602	0.160310392
ENSG00000172346	0	0.003406	-0.0122	0.0001
ENSG00000172345	0.004353	0.012506	0.1723	0.348072925
ENSG00000172831	0.006974	0.048167	-0.0647	0.144787925
ENSG00000172830	0.003802	0.009145	0.1628	0.415746309
ENSG00000172340	0.001128	0.009296	0.0838	0.121342513
ENSG00000100522	0	5e-06	0	0.0001
ENSG00000100523	0.000535	0.004268	-0.0164	0.125351453
ENSG00000166685	0.000502	0.002908	0.028	0.172627235
ENSG00000100526	0.002836	3e-06	998.5278	945.3333333
ENSG00000166682	0.005654	0.010798	0.2767	0.523615484
ENSG00000166681	0	5e-06	-0.0928	0.0001
ENSG00000100528	0	5e-06	0	0.0001
ENSG00000155729	0.001515	0.004001	0.0229	0.378655336
ENSG00000118961	0	5e-06	-0.4836	0.0001
ENSG00000118960	0.004328	0.016916	0.068	0.255852447
ENSG00000011295	1e-06	3e-06	0.2377	0.333333333
ENSG00000108055	0	0.001412	0	0.0001
ENSG00000126351	0	6e-06	-0.0434	0.0001
ENSG00000186280	2e-06	1e-06	1.7781	2
ENSG00000126353	0.001083	0.011379	-0.0349	0.095175323
ENSG00000071859	1e-06	0.012057	-0.0079	8.29393713196e-05
ENSG00000165886	1e-06	0.010984	-0.0391	9.10415149308e-05
ENSG00000204120	0	0.004762	-0.0539	0.0001
ENSG00000204128	0.002109	2e-06	998.7266	1054.5
ENSG00000115020	0.0009	0.000428	2.0113	2.102803738
ENSG00000164683	1e-06	2e-06	0.502	0.5
ENSG00000076242	0.001245	0.003376	0.2051	0.368779621
ENSG00000112559	0.003742	0.007511	0.4317	0.498202636
ENSG00000164687	0	5e-06	-0.4682	0.0001
ENSG00000168883	0.000801	1e-06	998.9881	801
ENSG00000076248	1e-06	0.005342	-0.1013	0.000187196
ENSG00000168887	0.005275	5e-06	998.5021	1055
ENSG00000040531	0.002874	0.00733	0.2689	0.392087312
ENSG00000168884	0.002687	0.020136	0.011	0.13344259
ENSG00000070831	0.105278	0.175671	0.5992	0.59929072
ENSG00000127483	0	5e-06	-0.0656	0.0001
ENSG00000149929	0.001871	0.011917	-0.0833	0.157002601
ENSG00000107263	0.001557	0.005218	0.1182	0.298390188
ENSG00000147896	0.002882	3e-06	996.7596	960.6666667
ENSG00000147894	0.000935	9e-06	100.3588	103.8888889
ENSG00000165084	1e-06	0.006502	-0.1546	0.000153799
ENSG00000149923	1e-06	0.014817	0	6.74900452183e-05
ENSG00000149922	0.002512	0.005541	0.2102	0.453347771
ENSG00000149925	1e-06	0.013957	-0.0533	7.16486350935e-05
ENSG00000149927	0	5e-06	-0.0426	0.0001
ENSG00000149926	1e-06	0.005689	-0.0703	0.000175778
ENSG00000154237	0.002212	0.008661	0.1783	0.25539776
ENSG00000153914	0.000923	1e-06	998.9319	923
ENSG00000158201	1e-06	0.006284	-0.0576	0.000159134
ENSG00000101384	0.000358	0.007055	0.0326	0.050744153
ENSG00000101438	0.000754	0.020975	0.0245	0.035947557
ENSG00000204897	0.001027	0.003775	0.2057	0.27205298
ENSG00000159403	0.066949	0.110869	0.4123	0.603856804
ENSG00000100380	0	5e-06	-0.0893	0.0001
ENSG00000054356	0.002927	0.013609	0.0538	0.215078257
ENSG00000177888	0	0.004794	-0.0425	0.0001
ENSG00000159409	0.012588	0.041796	0.3011	0.301177146
ENSG00000104356	0.001394	0.007986	-0.1538	0.174555472
ENSG00000180875	0	1.1e-05	0	0.0001
ENSG00000130332	1e-06	1e-06	1.919	1
ENSG00000005073	0	7e-06	-0.0382	0.0001
ENSG00000180871	1e-06	0.00753	-0.3002	0.000132802
ENSG00000153832	0.003771	4e-06	998.1462	942.75
ENSG00000130338	0.001308	0.010325	0.0314	0.126682809
ENSG00000113396	0.001522	0.007731	-0.4347	0.196869745
ENSG00000180878	0.003011	3e-06	998.662	1003.666667
ENSG00000180879	1e-06	0.008047	-0.0173	0.00012427
ENSG00000139908	0.002634	0.012552	-0.1147	0.209847036
ENSG00000107551	0.002464	0.008132	0.1425	0.303000492
ENSG00000103876	0.001035	0.008001	-0.0014	0.12935883
ENSG00000145824	0	1e-05	-0.059	0.0001
ENSG00000165338	1e-06	0.008161	-0.466	0.000122534
ENSG00000174165	0	0.004447	-0.0803	0.0001
ENSG00000125995	2e-06	0.021413	0	9.34012048755e-05
ENSG00000121361	1e-06	0.006123	0	0.000163319
ENSG00000125991	0.007364	7.8e-05	93.8831	94.41025641
ENSG00000168246	0	5e-06	-0.0258	0.0001
ENSG00000196569	0.00171	0.005279	0.2007	0.323924986
ENSG00000125999	0.004154	4e-06	998.442	1038.5
ENSG00000197746	0.000825	0.006254	-0.016	0.131915574
ENSG00000133624	0.01192	0.018409	0.3789	0.64750937
ENSG00000150753	0	0.003442	-0.0118	0.0001
ENSG00000157379	0	0.004058	-0.3999	0.0001
ENSG00000124067	0.000237	0.004049	0.0274	0.058532971
ENSG00000024526	0.000964	1e-06	998.7357	964
ENSG00000197969	0.000521	0.002163	0.0522	0.240869163
ENSG00000171843	1e-06	0.013224	-0.0321	7.56200846945e-05
ENSG00000197748	0.002607	3e-06	998.6471	869
ENSG00000120549	0.002987	0.00626	0.1503	0.47715655
ENSG00000056097	0.000444	0	998.9667	999
ENSG00000106686	1e-06	0.010585	-0.5707	9.44733112896e-05
ENSG00000197102	1e-06	0.01135	-0.0103	8.81057268722e-05
ENSG00000169214	0.001627	2e-06	998.8071	813.5
ENSG00000169217	0.006213	0.003117	1.868	1.993262753
ENSG00000176200	0.007698	0.004243	1.6021	1.814282347
ENSG00000169213	0.002061	2e-06	998.9991	1030.5
ENSG00000140675	0.000646	0.003668	0.1221	0.176117775
ENSG00000170396	0.0041	0.002139	1.7127	1.916783544
ENSG00000140678	0.002604	0.008517	0.0753	0.305741458
ENSG00000006788	0.000824	0.015853	0.0024	0.051977544
ENSG00000183831	0	5e-06	-0.3381	0.0001
ENSG00000160305	0.000922	0.012056	-0.015	0.076476443
ENSG00000183833	0.00234	0.005231	0.0764	0.447333206
ENSG00000213782	0	0.001642	-0.0504	0.0001
ENSG00000089558	0.000868	0.008775	-0.0345	0.098917379
ENSG00000155903	1e-06	0.00737	-0.0682	0.000135685
ENSG00000075213	0	0.003096	-0.0662	0.0001
ENSG00000087502	0.004008	0.008816	0.4248	0.454627949
ENSG00000087053	0	0.004024	-0.01	0.0001
ENSG00000079950	0	0.004533	-0.1308	0.0001
ENSG00000075218	0.007818	0.005929	0.9426	1.318603474
ENSG00000185164	0.002011	0.005146	0.3564	0.390788962
ENSG00000103381	0.003444	0.018476	-0.0366	0.186403984
ENSG00000107807	0.002564	0.025331	0.0855	0.101219849
ENSG00000185163	0.000874	0.010121	-0.0212	0.086355103
ENSG00000053372	1e-06	1e-06	1.2258	1
ENSG00000067596	0	5e-06	-0.0074	0.0001
ENSG00000152076	0.00641	0.011245	0.5644	0.570031125
ENSG00000146858	1e-06	0.014872	-0.1891	6.72404518558e-05
ENSG00000146859	0.012126	0.01464	-0.4018	0.828278689
ENSG00000121940	0.003396	0.005617	0.1042	0.604593199
ENSG00000156574	0.003553	0.033342	0.0175	0.106562294
ENSG00000146857	0.001376	0.013656	-0.218	0.10076157
ENSG00000198746	0.000892	0.009918	-0.2847	0.089937487
ENSG00000106605	0	5e-06	-0.0228	0.0001
ENSG00000198742	2e-06	0.02232	-0.0048	8.9605734767e-05
ENSG00000198740	0.000753	0.004578	0.1105	0.164482307
ENSG00000106609	0	0.001814	-0.0244	0.0001
ENSG00000106608	1e-06	0.00526	-0.0728	0.000190114
ENSG00000008869	0.000229	0.003567	0.0183	0.064199608
ENSG00000155980	0	0.001499	-0.0117	0.0001
ENSG00000131467	2e-06	0	82.3319	82.332
ENSG00000058866	0.002295	0.003394	0.5414	0.676193282
ENSG00000034533	0.000714	0.002304	-0.117	0.309895833
ENSG00000101222	0.001841	0.020706	-0.017	0.088911427
ENSG00000103126	2e-06	0.019406	-0.1233	0.000103061
ENSG00000103657	0	5e-06	0	0.0001
ENSG00000103653	1e-06	0.014985	-0.005	6.67334000667e-05
ENSG00000143162	1e-06	0.007716	-0.0961	0.000129601
ENSG00000118420	0.006067	0.000115	52.3936	52.75652174
ENSG00000152669	0.002111	2e-06	998.9257	1055.5
ENSG00000123594	0.001923	0.00539	0.0985	0.3567718
ENSG00000123595	1e-06	2e-06	0.8176	0.5
ENSG00000010438	0.003741	0.021982	-0.193	0.170184697
ENSG00000078795	0.00181	2e-06	998.6673	905
ENSG00000064692	0.000483	0.002364	0.0947	0.204314721
ENSG00000243480	1e-06	0.013437	-0.2136	7.44213738186e-05
ENSG00000100814	0.001667	0.004157	0.2898	0.401010344
ENSG00000174876	0.001752	2e-06	998.7639	876
ENSG00000132259	0.00163	2e-06	998.9239	815
ENSG00000102383	0.001628	0.0043	0.3785	0.378604651
ENSG00000102384	0.00065	0.006855	-0.1578	0.094821298
ENSG00000102837	1e-06	0.008255	-0.5478	0.000121139
ENSG00000102387	1e-06	0.005555	-1.6908	0.000180018
ENSG00000198563	2e-06	1e-06	2.5437	2
ENSG00000143632	1e-06	0.010989	0	9.10000910001e-05
ENSG00000198561	0	0.004522	-0.035	0.0001
ENSG00000128040	2e-06	0	280.3635	281.0506
ENSG00000124249	0.008803	0.031628	0.0696	0.278329328
ENSG00000171448	0	5e-06	0	0.0001
ENSG00000128045	1e-06	0.012202	-0.0528	8.19537780692e-05
ENSG00000065615	0	0.002517	-0.3541	0.0001
ENSG00000137502	0	5e-06	0	0.0001
ENSG00000065618	0.00229	2e-06	998.7754	1145
ENSG00000171914	0.000375	0.004763	0.0671	0.078731892
ENSG00000167658	2e-06	0.016186	-0.0034	0.000123564
ENSG00000131203	0	0.004812	-0.7546	0.0001
ENSG00000091181	0.004173	0.010972	-0.0583	0.380331754
ENSG00000188076	0.004057	0.030508	-0.3396	0.132981513
ENSG00000147533	2e-06	0	58.6308	58.6309
ENSG00000147535	2e-06	0	133.594	133.7621
ENSG00000147536	0.002087	2e-06	998.8729	1043.5
ENSG00000123737	0.002091	2e-06	998.9456	1045.5
ENSG00000188078	0.029858	0.01133	2.4173	2.635304501
ENSG00000078579	1e-06	0.005854	-0.0561	0.000170823
ENSG00000064961	0	8e-06	-0.0221	0.0001
ENSG00000141580	1e-06	3e-06	0.1893	0.333333333
ENSG00000138640	0.001317	0.000781	1.4915	1.686299616
ENSG00000136960	0.00127	0.006607	0.1481	0.192220372
ENSG00000088854	0.00115	0.001812	0.4338	0.634657837
ENSG00000138641	0	0.004114	-0.0157	0.0001
ENSG00000178425	1e-06	0.006974	-0.1517	0.00014339
ENSG00000184560	0.005616	0.021904	-0.0183	0.256391527
ENSG00000178934	3e-06	0.027503	-0.1845	0.000109079
ENSG00000171159	2e-06	0.023047	-0.0276	8.67791903502e-05
ENSG00000168300	2e-06	0.016235	-0.0136	0.000123191
ENSG00000040608	0.001519	0.034775	-0.0453	0.043680805
ENSG00000163823	1e-06	0.00665	-0.4163	0.000150376
ENSG00000163825	0.015312	0.048516	-0.6822	0.315607222
ENSG00000168306	0.002038	0.009728	-0.1052	0.209498355
ENSG00000163827	0.003737	0.003394	0.9489	1.101060695
ENSG00000212124	0.010821	0.012701	0.0884	0.851980159
ENSG00000168309	0	6e-06	-0.1458	0.0001
ENSG00000212126	0.005038	0.013208	-0.5434	0.381435494
ENSG00000148688	0.001704	0.004685	0.1302	0.363713981
ENSG00000092377	0.005552	0.019534	0.2119	0.284222381
ENSG00000165644	0.001551	0.012	-0.0404	0.12925
ENSG00000212122	0.002565	3e-06	998.7683	855
ENSG00000188610	0.004824	5e-06	998.6935	964.8
ENSG00000086827	0	0.001063	-0.1476	0.0001
ENSG00000172586	0	5e-06	-0.1253	0.0001
ENSG00000100426	0.002501	3e-06	998.8715	833.6666667
ENSG00000114251	0.001225	0.013095	0.0838	0.093547155
ENSG00000108602	0.002823	0.014915	0.0344	0.189272544
ENSG00000143494	2e-06	0.019417	-0.0317	0.000103003
ENSG00000100425	0.000362	0.014098	-0.0334	0.025677401
ENSG00000108604	0	0.002445	-0.0308	0.0001
ENSG00000099338	0.002133	0.01347	-0.1272	0.158351893
ENSG00000106868	0.003982	0.011133	0.0637	0.35767538
ENSG00000140365	2e-06	0	27.2719	27.38
ENSG00000102524	0.001751	2e-06	998.7795	875.5
ENSG00000204711	0.007012	0.031065	-0.0172	0.225720264
ENSG00000099330	1e-06	0.006966	-0.617	0.000143554
ENSG00000204713	0	5e-06	-0.0055	0.0001
ENSG00000143499	0.001214	0.004018	0.2602	0.302140368
ENSG00000100350	0.001609	0.021858	-0.0457	0.073611492
ENSG00000119771	1e-06	0.00672	-0.0183	0.00014881
ENSG00000142973	0.00449	0.002638	1.5695	1.702047005
ENSG00000119772	0	0.00076	-0.0557	0.0001
ENSG00000115257	4e-06	0.035841	-0.1113	0.000111604
ENSG00000119777	0.001924	0.011239	0.0196	0.171189608
ENSG00000153130	2e-06	0.023485	-0.7598	8.51607408984e-05
ENSG00000071462	0.001694	0.00957	-0.3481	0.177011494
ENSG00000153132	0.001509	2e-06	998.7874	754.5
ENSG00000067141	0.000671	0.003846	0.0868	0.174466979
ENSG00000135929	0.000543	0.024882	-0.165	0.021823005
ENSG00000135926	0.00143	0.018511	0.0028	0.077251364
ENSG00000197705	1e-06	4e-06	0.1761	0.25
ENSG00000135924	0	5e-06	-0.0892	0.0001
ENSG00000135925	0	7e-06	-0.0296	0.0001
ENSG00000101224	0.000862	0.013265	-0.045	0.064983038
ENSG00000099331	0.001074	0.015523	0.004	0.069187657
ENSG00000091137	0.003127	0.0051	0.4752	0.613137255
ENSG00000143816	2e-06	0.01861	-0.0128	0.000107469
ENSG00000108932	0.001882	0.015851	-0.1128	0.118730679
ENSG00000129910	0.001974	0.005256	0.3114	0.375570776
ENSG00000165650	0.000989	0.01038	-0.1086	0.095279383
ENSG00000157927	0.003594	0.018028	0.0532	0.199356556
ENSG00000165655	1e-06	0.01027	-0.0421	9.73709834469e-05
ENSG00000100429	0.003196	3e-06	998.7355	1065.333333
ENSG00000145002	0.022595	0.033938	0.3565	0.66577288
ENSG00000035720	1e-06	0.006275	-0.5154	0.000159363
ENSG00000119487	1e-06	0.009222	-0.0328	0.000108436
ENSG00000123999	0.002686	0.007253	-0.1401	0.370329519
ENSG00000183230	2e-06	0	19.5091	19.6916
ENSG00000167874	0	4e-06	-0.0547	0.0001
ENSG00000144061	0.004177	0.006524	0.341	0.64025138
ENSG00000187033	0.002301	0.008337	-0.9895	0.275998561
ENSG00000172137	0.002107	2e-06	998.9483	1053.5
ENSG00000167384	0.005494	0.006021	0.7858	0.912473011
ENSG00000126768	0	5e-06	-0.0578	0.0001
ENSG00000172139	0.004708	0.008537	-0.2028	0.551481785
ENSG00000122711	0.002854	3e-06	998.7655	951.3333333
ENSG00000067113	0	0.004625	-4.0051	0.0001
ENSG00000173517	0.000531	0.00903	-0.1145	0.058803987
ENSG00000147955	1e-06	0.010723	-0.0253	9.32574839131e-05
ENSG00000165434	1e-06	0.005085	-0.0959	0.000196657
ENSG00000185761	0.007904	0.01903	0.2614	0.415344193
ENSG00000185760	0	0.002073	-0.0717	0.0001
ENSG00000167862	0.002902	3e-06	998.6993	967.3333333
ENSG00000066379	0	5e-06	-0.1853	0.0001
ENSG00000143819	0.000911	0.003235	0.0397	0.281607419
ENSG00000122224	0.00514	0.015293	-0.2586	0.336101484
ENSG00000126767	0.001483	1e-06	998.9029	1483
ENSG00000213928	0.008315	0.006864	0.87	1.211392774
ENSG00000205442	2e-06	0.016828	-0.2922	0.00011885
ENSG00000127125	0.003863	4e-06	998.801	965.75
ENSG00000127124	0.002768	0.013605	0.0363	0.203454612
ENSG00000120896	0.004946	0.029462	-0.0613	0.167877266
ENSG00000126945	0	4e-06	0.0317	0.0509
ENSG00000112701	0.000444	0.004431	-0.1185	0.100203114
ENSG00000124570	1e-06	3e-06	0.1535	0.333333333
ENSG00000112706	0.006063	0.003651	0.9953	1.66064092
ENSG00000132423	0.00453	5e-06	998.5306	906
ENSG00000073350	0.002091	0.00639	0.2668	0.327230047
ENSG00000119950	2e-06	0	70.7131	70.8167
ENSG00000119953	0.001877	2e-06	998.9999	938.5
ENSG00000090263	3e-06	0.028231	-0.2651	0.000106266
ENSG00000183640	2e-06	0	162.4845	162.6917
ENSG00000197312	1e-06	0.008718	-0.0221	0.000114705
ENSG00000170891	0.009797	0.029494	-0.276	0.332169255
ENSG00000170890	0.003906	0.030241	0.04	0.129162395
ENSG00000183644	1e-06	0.009533	-0.2278	0.000104899
ENSG00000170892	0.023351	0.039949	0.4964	0.584520263
ENSG00000148156	0.002104	0.010675	0.1038	0.197096019
ENSG00000090269	0	5e-06	-998.9999	0.0001
ENSG00000148154	0	0.00318	-0.0272	0.0001
ENSG00000148153	0	5e-06	-0.0986	0.0001
ENSG00000148400	0.000172	0.016571	-0.0229	0.010379579
ENSG00000116288	2e-06	0.018783	-0.0662	0.000106479
ENSG00000076650	0.002788	0.006858	0.2591	0.406532517
ENSG00000087884	1e-06	0.009603	-4.1976	0.000104134
ENSG00000104164	1e-06	0.006416	-0.1451	0.00015586
ENSG00000128602	0.001286	0.010163	0.0613	0.12653744
ENSG00000159363	0.002964	0.012969	0.1381	0.228544992
ENSG00000128607	0	5e-06	0	0.0001
ENSG00000128606	0.002096	0.009298	0.0887	0.225424823
ENSG00000001630	0.002298	0.00249	0.8144	0.922891566
ENSG00000001631	0.000647	0.005741	0.0857	0.112698136
ENSG00000111319	0.004759	0.008227	0.4293	0.578461164
ENSG00000203747	0.003511	4e-06	998.5728	877.75
ENSG00000070159	0.002666	0.003388	0.7019	0.786894923
ENSG00000139547	1e-06	1e-06	0.597	1
ENSG00000130529	1e-06	2e-06	0.4817	0.5
ENSG00000110987	1e-06	0.007729	-0.0424	0.000129383
ENSG00000157933	1e-06	0.014245	-0.0519	7.02000702001e-05
ENSG00000157240	0.000614	0.013459	0.0065	0.045620031
ENSG00000006062	0.003112	0.003767	0.7365	0.826121582
ENSG00000170099	0.002104	0.003586	0.0456	0.586726157
ENSG00000177875	1e-06	0.006757	-0.086	0.000147995
ENSG00000196976	2e-06	0	432.3713	432.8498
ENSG00000196975	1e-06	0.007896	-0.0576	0.000126646
ENSG00000170091	2e-06	0	47.4217	47.4218
ENSG00000154917	3e-06	0.026382	0	0.000113714
ENSG00000154914	0.000496	0.010118	-0.1383	0.049021546
ENSG00000170092	0	6e-06	-0.2461	0.0001
ENSG00000204410	0.001089	0.002153	0.3794	0.505805852
ENSG00000213066	0.001254	0.006527	0.0786	0.192125019
ENSG00000203740	0	5e-06	-0.1544	0.0001
ENSG00000213064	2e-06	0	62.7207	62.8666
ENSG00000239900	0.013063	0.038979	0.2803	0.335129172
ENSG00000164744	2e-06	0	182.0505	182.2747
ENSG00000135346	0.01098	1.1e-05	997.7301	998.1818182
ENSG00000164746	0.003319	0.017055	-0.0156	0.194605687
ENSG00000164211	0.002126	2e-06	998.8806	1063
ENSG00000164741	0.001727	0.008962	0.1236	0.192702522
ENSG00000164742	1e-06	0.011841	-0.0727	8.44523266616e-05
ENSG00000164743	0.002649	3e-06	998.0894	883
ENSG00000104299	1e-06	0.010037	-0.0273	9.96313639534e-05
ENSG00000168944	0.000463	0.008133	-0.0483	0.056928563
ENSG00000100266	2e-06	0.019636	-0.0783	0.000101854
ENSG00000168078	0.001571	0.011251	0.0371	0.139632033
ENSG00000044574	1e-06	0.008746	-0.0083	0.000114338
ENSG00000162144	1e-06	0.005028	-0.3611	0.000198886
ENSG00000184305	1e-06	0.00552	-0.3198	0.000181159
ENSG00000130783	0.003175	0.001315	2.1488	2.414448669
ENSG00000153207	0.00357	0.003087	0.8471	1.156462585
ENSG00000130787	0.000969	0.011229	0.017	0.086294416
ENSG00000186073	0.006775	0.006991	0.9689	0.969103133
ENSG00000186074	0.007146	0.004695	0.9035	1.522044728
ENSG00000186075	0.003139	3e-06	998.7552	1046.333333
ENSG00000232119	0	6e-06	0	0.0001
ENSG00000142188	0	4e-06	0	0.0001
ENSG00000121005	0.001847	0.005794	0.2675	0.318778046
ENSG00000174206	0.004134	4e-06	998.9777	1033.5
ENSG00000110700	1e-06	0.008296	0	0.00012054
ENSG00000170275	0.001081	0.007593	0.0971	0.14236797
ENSG00000170276	1e-06	0.008207	-0.0256	0.000121847
ENSG00000143409	0.00519	5e-06	998.7582	1038
ENSG00000072080	0.002209	2e-06	998.6906	1104.5
ENSG00000134200	0.006683	7e-06	998.9597	954.7142857
ENSG00000143401	1e-06	0.010555	-0.0393	9.47418285173e-05
ENSG00000134202	0.001925	0.013861	-0.0742	0.138878869
ENSG00000076826	0.001099	0.024647	-0.0263	0.044589605
ENSG00000144366	0	0.004982	-0.0975	0.0001
ENSG00000134207	2e-06	0.022134	-0.0485	9.03587241348e-05
ENSG00000182511	0.000514	0.009537	-0.0174	0.053895355
ENSG00000005448	0.001526	0.003345	0.1207	0.456203288
ENSG00000182512	1e-06	1e-06	1.6463	1
ENSG00000159899	0	0.002731	-0.0266	0.0001
ENSG00000167703	0.000719	0.018711	0.011	0.038426594
ENSG00000116771	0.002248	0.019777	-0.0195	0.113667391
ENSG00000164919	2e-06	0.019501	-1.0751	0.000102559
ENSG00000144036	1e-06	0.010168	-0.0293	9.83477576711e-05
ENSG00000088538	0.000234	0.003344	0.0403	0.069976077
ENSG00000013392	0	0.004734	-0.0213	0.0001
ENSG00000106299	1e-06	0.010172	-0.0627	9.83090837593e-05
ENSG00000203908	1e-06	0.009715	-0.2411	0.000102934
ENSG00000120594	0.000935	0.010079	0.0197	0.09276714
ENSG00000106290	1e-06	0.009611	-0.0243	0.000104047
ENSG00000026103	0.008138	0.018555	0.0561	0.438587982
ENSG00000170298	0.002371	2e-06	998.66	1185.5
ENSG00000241820	0.041906	0.137101	0.0756	0.305657873
ENSG00000104835	0.035203	0.068818	0.2618	0.511537679
ENSG00000100842	0.00186	0.002561	0.4862	0.726278797
ENSG00000113532	1e-06	2e-06	0.3606	0.5
ENSG00000140006	0.001184	0.010967	-0.1659	0.107960244
ENSG00000151366	0.003843	0.010773	-0.2998	0.356725146
ENSG00000170293	0.002522	3e-06	998.9999	840.6666667
ENSG00000103460	0	2.1e-05	-0.0692	0.0001
ENSG00000151365	2e-06	0	222.8548	223.0405
ENSG00000151360	0.004499	0.010579	0.1917	0.425276491
ENSG00000133138	0.000418	0.004867	-0.0417	0.085884528
ENSG00000053747	0.001064	0.008291	-0.1231	0.128331926
ENSG00000170291	0.001868	0.00617	0.0565	0.302755267
ENSG00000176937	0.004909	5e-06	998.6728	981.8
ENSG00000106477	0	5e-06	-0.163	0.0001
ENSG00000177511	0.001224	0.003249	0.3547	0.376731302
ENSG00000027869	0.00235	0.006596	-0.0864	0.356276531
ENSG00000102738	0.001077	0.010269	-0.6352	0.104878761
ENSG00000198176	0.001133	0.001853	0.5835	0.611440907
ENSG00000198171	0.001426	0.011386	0.0017	0.125241525
ENSG00000198173	0.000745	1e-06	998.2069	745
ENSG00000171056	1e-06	0.007777	-0.0277	0.000128584
ENSG00000139209	0.002628	0.007142	0.2363	0.367964156
ENSG00000171055	0.002633	3e-06	765.0206	877.6666667
ENSG00000013725	0.003326	0.010826	0.0633	0.307223351
ENSG00000126461	0.00203	0.004643	0.3701	0.437217316
ENSG00000139200	1e-06	0.009783	0	0.000102218
ENSG00000179603	0.000505	0.004492	0.0868	0.112422084
ENSG00000147324	0.000922	0.000785	1.1183	1.174522293
ENSG00000142207	0.002993	0.012342	0.0538	0.242505267
ENSG00000179600	1e-06	0.010588	-0.2317	9.44465432565e-05
ENSG00000142751	0.001357	0.015989	0.0669	0.084870849
ENSG00000179604	0.002263	0.002076	1.0238	1.090077071
ENSG00000113615	1e-06	0.005922	-0.3212	0.000168862
ENSG00000142208	2e-06	0.016303	-0.0195	0.000122677
ENSG00000183421	0.002104	0.018902	0.0636	0.111310972
ENSG00000140538	1e-06	0.014299	-0.0308	6.99349604867e-05
ENSG00000136827	0.001357	0.009667	0.0631	0.14037447
ENSG00000160117	0.011283	0.025676	0.2309	0.439437607
ENSG00000114933	0.000525	0.006294	0.0297	0.083412774
ENSG00000160447	0.001738	0.002384	0.6275	0.729026846
ENSG00000140534	0.002279	0.011299	-0.3858	0.201699265
ENSG00000160113	0	9e-06	-0.0068	0.0001
ENSG00000064205	0	5e-06	-0.1795	0.0001
ENSG00000163145	1e-06	0.007646	-0.0546	0.000130787
ENSG00000163141	1e-06	0.006116	-0.2498	0.000163506
ENSG00000065150	1e-06	0.007801	-0.0103	0.000128189
ENSG00000089820	0	5e-06	-0.111	0.0001
ENSG00000167460	0.074651	0.086435	0.8636	0.863666339
ENSG00000167461	0	6e-06	-0.3171	0.0001
ENSG00000069188	0.000994	0.012605	0.0204	0.078857596
ENSG00000214736	2e-06	0	998.8935	999
ENSG00000086570	0.001831	0.003747	0.2683	0.488657593
ENSG00000111615	1e-06	0.007761	-0.242	0.000128849
ENSG00000109072	0.002796	0.018564	-0.2685	0.150614092
ENSG00000180611	1e-06	0.008797	0	0.000113675
ENSG00000110777	0.001872	2e-06	998.8371	936
ENSG00000180613	0.002593	0.013046	0.0856	0.19875824
ENSG00000180616	1e-06	1e-06	1.1042	1
ENSG00000166845	0.002856	0.009983	-0.0201	0.286086347
ENSG00000162813	2e-06	0	183.3155	183.8077
ENSG00000166847	2e-06	0.019064	0	0.00010491
ENSG00000162814	1e-06	3e-06	-0.072	0.333333333
ENSG00000162819	0.001075	0.004269	0.192	0.251815413
ENSG00000114062	0	0.003407	-0.032	0.0001
ENSG00000166848	0.001122	1e-06	998.7475	1122
ENSG00000048342	0.000943	0.006204	-0.0457	0.151998711
ENSG00000091513	0.001887	0.000633	2.5732	2.981042654
ENSG00000204104	0.006045	0.004949	1.0793	1.221458881
ENSG00000088992	0	7e-06	-0.0234	0.0001
ENSG00000215811	0.006191	6e-06	998.3486	1031.833333
ENSG00000163491	0.003695	0.008938	0.3042	0.413403446
ENSG00000163492	0.009039	0.000186	48.3996	48.59677419
ENSG00000168447	0.002641	0.022646	-0.0114	0.116621037
ENSG00000181867	0.002292	0.008977	-0.0206	0.255319149
ENSG00000163499	1e-06	0.011776	-0.4042	8.49184782609e-05
ENSG00000087157	0.000808	0.010992	0.0199	0.073508006
ENSG00000179270	0.005133	0.005662	0.4639	0.906570117
ENSG00000179271	0.001515	2e-06	998.8219	757.5
ENSG00000151962	0	6e-06	-0.024	0.0001
